Company Name (EN),Company Name (FA),Website,Company URL,Lower Employee Count,Upper Employee Count,Business Area,Founded Year
Farvakil,فروکیل,http://farvakil.com,https://jobinja.ir/companies/farvakil/jobs,N/A,N/A,وکالت و حقوقی,N/A
Chimisazeh Armani,شیمی سازه آرمانی,http://chimisazeh.com,https://jobinja.ir/companies/chimisazeh-armani/jobs,N/A,N/A,نفت و گاز,N/A
GHA Design Group,گروه معماری جی اچ ای,http://ghagroup.ir,https://jobinja.ir/companies/gha-design-group/jobs,N/A,N/A,معماری و عمران,N/A
Riabi,گروه صنعتی ریابی,http://riabi.ir,https://jobinja.ir/companies/riabi-6/jobs,N/A,N/A,تولید و صنایع,N/A
Sofiana,سوفیانا,http://www.sofiana.ir,https://jobinja.ir/companies/sofiana/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Hawin,هاوین,http://www.hawin.ir,https://jobinja.ir/companies/hawin-3/jobs,N/A,N/A,تولید و صنایع,N/A
Daniel Steel Metallurgy Laboratory,آزمایشگاه متالورژی دانیال استیل,http://www.daniel-steel.com,https://jobinja.ir/companies/danielsteelmetallurgylaboratory/jobs,N/A,N/A,واردات و صادرات,N/A
Kosar,چاپ و تبلیغات کوثر,https://kosarprint.com/,https://jobinja.ir/companies/kosar-8/jobs,N/A,N/A,نیرو,N/A
Namira Niroo Electronic Industries,صنایع الکترونیک نامیرا نیرو,http://namiraniroo.com,https://jobinja.ir/companies/namira-niroo-electronic-industries/jobs,N/A,N/A,تولید و صنایع,N/A
Sayan Pajoohan,سایان پژوهان,http://www.sayanpajoohan.com,https://jobinja.ir/companies/sayan-pajoohan/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Ocean International Group,اقیانوس ترابر سینا,https://ocean-group.co/,https://jobinja.ir/companies/ocean-international-group/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Doorbinnet,دوربین نت,http://doorbinnet.ir,https://jobinja.ir/companies/doorbinnet/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Tejarat Joyan,تجارت جویان,https://tjoyan.com/,https://jobinja.ir/companies/tejarat-joyan/jobs,N/A,N/A,واردات و صادرات,N/A
IDDECo.,مهندسی ایرانیان,http://www.iddeco.ir,https://jobinja.ir/companies/iddeco/jobs,N/A,N/A,معماری و عمران,N/A
Maniz,مانیز,http://maniz.org,https://jobinja.ir/companies/maniz/jobs,N/A,N/A,سازمان‌های مردم‌نهاد (NGO),N/A
Amline Startup,استارتاپ املاین (املاک آنلاین),http://www.amline.ir,https://jobinja.ir/companies/amline-startup/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Parsi,پارسی,http://www.tanposh-parsi.com,https://jobinja.ir/companies/parsi-6/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Erisa Group,گروه شرکت های اریسا,http://www.erisaelc.com,https://jobinja.ir/companies/erisa-group-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Eco Ehsan,اکو احسان,http://ecoehsan.com,https://jobinja.ir/companies/ecoehsan/jobs,N/A,N/A,مالی و اعتباری,N/A
hims & hers,هیمز اند هرز,http://www.himsandhers.co,https://jobinja.ir/companies/hims-hers/jobs,N/A,N/A,تولید و صنایع,N/A
Iranamniyat,ایران امنیت,http://www.iranamniyat.com,https://jobinja.ir/companies/iranamniyat/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Bazarsaz Academy,آكادمي بازارساز,https://bazarsaz.academy,https://jobinja.ir/companies/bazarsaz-academy/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Souri Language Coaching,کوچینگ زبان سوری,http://Sourilanguagecoaching.ir,https://jobinja.ir/companies/sourilanguagecoaching-ir/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Araspoulad,ارس پولاد بین الملل,https://araspoolad.com/,https://jobinja.ir/companies/araspoulad/jobs,N/A,N/A,تولید و صنایع,N/A
Babak Store,فروشگاه اکسسوری بابک,http://Babakpiercing.ir,https://jobinja.ir/companies/babak/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Barutti Luxury Faucets,تولیدی شیرآلات بهداشتی باروتی,http://info@baruttitaps.com,https://jobinja.ir/companies/barutti-luxury-faucets/jobs,N/A,N/A,تولید و صنایع,N/A
Psychlanad Center,سایکلند,http://psychlandcenter.com,https://jobinja.ir/companies/psychlanadcenter/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Arghavan Adineh,ارغوان آدینه,http://www.armansabz.adinegroup.com,https://jobinja.ir/companies/arghavan-adineh/jobs,N/A,N/A,کشاورزی,N/A
Ghalam Jadoei,قلم جادویی,http://ghalamjadoei.ir,https://jobinja.ir/companies/ghalamjadoei/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Sadra ofogh,صدرا افق,http://Www.sadraofogh.com,https://jobinja.ir/companies/sadra-ofogh/jobs,N/A,N/A,مخابرات و ارتباطات (تلکام),N/A
Smart Service,اسمارت سرویس,https://smart-service.ir/,https://jobinja.ir/companies/smartservice-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Tenderstore,تندراستور,https://tenderstore.ir,https://jobinja.ir/companies/tenderstore/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Topsaze,تاپ سازه,http://www.topsaze.ir,https://jobinja.ir/companies/topsaze/jobs,N/A,N/A,معماری و عمران,N/A
Rasha Yadak,راشایدک,http://rashayadak.ir,https://jobinja.ir/companies/rashayadak/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Maham Daru Asia,مهام دارو آسیا,http://mahamdaru.com,https://jobinja.ir/companies/maham-daru-asia/jobs,N/A,N/A,واردات و صادرات,N/A
Emmet,اِمِت,http://www.emmetglobal.com,https://jobinja.ir/companies/emmet/jobs,N/A,N/A,واردات و صادرات,N/A
Sota Trading Co,بازرگانی سپیده البرز,http://www.sota-co.ir,https://jobinja.ir/companies/sota-trading-co/jobs,N/A,N/A,واردات و صادرات,N/A
Narmafzar hesabdari Parsik,نرم افزار حسابداری پارسیک,http://parsikhesab.com,https://jobinja.ir/companies/narmafzar-hesabdari-parsik/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Note Navazan,نُت نوازان,http://notenavazan.ir,https://jobinja.ir/companies/note-navazan/jobs,N/A,N/A,فرهنگی و ورزشی,N/A
Fan Avari Roozazmoon,فن آوری روزآزمون,http://roozazmoon.com,https://jobinja.ir/companies/fan-avari-roozazmoon/jobs,N/A,N/A,تولید و صنایع,N/A
PasarPharma,پاسارفا,http://www.pasarholding.com,https://jobinja.ir/companies/pasarpharma/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Shah Cheragh Parsian Arad,صنایع روشنایی شاه چراغ پارسیان آراد,http://shahcheragh.co,https://jobinja.ir/companies/shahcheraghparsianarad/jobs,N/A,N/A,تولید و صنایع,N/A
Paraxcoop,تعاونی پلتفرم پاراکس,https://paraxcoop.com/,https://jobinja.ir/companies/paraxcoop/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Diba Omran Tahator,دیبا عمران تهاتر,http://www.dot.co.ir,https://jobinja.ir/companies/dibaomrantahator/jobs,N/A,N/A,معماری و عمران,N/A
Takab Gostar,تکاب گستر,http://takabgostar.ir,https://jobinja.ir/companies/takab-gostar/jobs,N/A,N/A,معماری و عمران,N/A
Armaghan,آزمایشگاه ژنتیک ارمغان,http://www.armaghanlab.com/,https://jobinja.ir/companies/armaghan-codon-lab/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Homoro,پردیس سامانه هوشمند مبین,https://homoro.io,https://jobinja.ir/companies/homoro-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Radarabzar,رادار ابزار,http://Radaabzar.ir,https://jobinja.ir/companies/radaabzar/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Simurgh Language Institute,آموزشگاه زبان سیمرغ,http://simurghins.ir,https://jobinja.ir/companies/simurgh-language-institute/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Jahadnasr Institute,موسسه جهاد نصر,http://www.jahadnasr.com,https://jobinja.ir/companies/jahadnasr-institute/jobs,N/A,N/A,معماری و عمران,N/A
UST Clothing,یو اس تی,http://www.ustclothing.com,https://jobinja.ir/companies/ustclothing/jobs,N/A,N/A,تولید و صنایع,N/A
Niluxe,نيلوكس,http://Niluxeshop.ir,https://jobinja.ir/companies/niluxe/jobs,N/A,N/A,کالای مصرفی و خوراکی,N/A
Grownexia,گرونکسیا,http://grownexia.ir,https://jobinja.ir/companies/grownexia/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Gearboxiran,تعمیرگاه گیربکس ایران,http://gearboxiran.com,https://jobinja.ir/companies/gearboxiran/jobs,N/A,N/A,خودروسازی,N/A
Negarart Studios,استودیوهای نگارآرت,https://negarartstudios.com/,https://jobinja.ir/companies/negarart-studios/jobs,N/A,N/A,رسانه و انتشارات,N/A
Kalaye Iranian,کالای ایرانیان,http://www.kalaye-iranian.com,https://jobinja.ir/companies/kalaye-iranian/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Hamrahkara,همراه کارا,http://hamrahkara.com,https://jobinja.ir/companies/hamrahkara/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Iran Nego Center,مرکز مذاکره ایران,http://irannegocenter.ir,https://jobinja.ir/companies/irannegocenter/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Hosein Part,حسین پارت,http://hoseinparts.ir/,https://jobinja.ir/companies/hoseinpart/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Golban Clinic,کلینیک کاشت زیبایی و لیزر گلبان,http://Www.golbanclinic.com,https://jobinja.ir/companies/golban-clinic/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Pishrotarabar Mahyar Shargh,پیشرو ترابر مهیار شرق,http://Www.avaex.ir,https://jobinja.ir/companies/pishrotarabar-mahyar-shargh/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Metatop,متاتاپ,http://Metatopadv.com,https://jobinja.ir/companies/metatop-2/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Radiokharid,راديو خريد,http://www.radiokharid.com,https://jobinja.ir/companies/radiokharid/jobs,N/A,N/A,تولید و صنایع,N/A
Cedrus,سدروس,http://cedrus-group.ir,https://jobinja.ir/companies/cedrus/jobs,N/A,N/A,غذا و رستوران‌ها,N/A
NF design studio,استودیو طراحی معماری ساسان نواری فر,http://Www.navarifar.com,https://jobinja.ir/companies/nf-design-studio/jobs,N/A,N/A,معماری و عمران,N/A
Anzan Immigration Lawyers,آنزان,https://anzanimmigration.co.uk/,https://jobinja.ir/companies/anzan-1/jobs,N/A,N/A,وکالت و حقوقی,N/A
Rasatech,رساتک,http://www.rasatech.net,https://jobinja.ir/companies/rasatech-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Hamtakey,سالن زیبایی همتا کیقبادی,http://hamtakey.com,https://jobinja.ir/companies/hamtakey/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Helheleh,هلهله,http://www.helhele.com,https://jobinja.ir/companies/helheleh/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Ecolearn,آکادمی اکولرن,http://ecolearn1.ir,https://jobinja.ir/companies/ecolearn/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
ciak leather,چرم کیاک,http://ciakleather.ir,https://jobinja.ir/companies/ciak-leather/jobs,N/A,N/A,تولید و صنایع,N/A
Shop24,شاپ ۲۴,http://Www.Fitoofix.com,https://jobinja.ir/companies/www-shop24-com/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Hamouneco,هامون ارتباط خلیج فارس,http://www.Hamouneco.com,https://jobinja.ir/companies/hamouneco/jobs,N/A,N/A,مخابرات و ارتباطات (تلکام),N/A
Parsiroom,پارسی روم,http://www.parsiroom.com,https://jobinja.ir/companies/parsiroom/jobs,N/A,N/A,معماری و عمران,N/A
Animalkadeh,انیمالکده,http://animalkadeh.com,https://jobinja.ir/companies/animalkadeh/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Khorshid Taban,خورشید تابان اصفهان,http://Khorshidtabanisf.ir,https://jobinja.ir/companies/khorshid-taban/jobs,N/A,N/A,تولید و صنایع,N/A
Energy Shahr Sabz,فنی مهندسی انرژی شهر سبز,http://wwww.hydro-pipe.ir,https://jobinja.ir/companies/energy-shahr-sabz/jobs,N/A,N/A,تولید و صنایع,N/A
Tazmin Mobile,تضمین موبایل,http://tazminmobile.com,https://jobinja.ir/companies/tazminmobile/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Shatrajiran,باشگاه شطرنج ایران,http://shatranjiran.com,https://jobinja.ir/companies/shatrajiran/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
TiExpress,تی اکسپرس,http://www.ti.express,https://jobinja.ir/companies/tiexpress-2/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Taban Sanat Company,عمران ابنیه تابان صنعت,http://www.tabanSanat.com,https://jobinja.ir/companies/taban-sanat-company/jobs,N/A,N/A,معماری و عمران,N/A
Banaborj Zafar,مهندسی بنابرج ظفر,http://www.bbziran.com,https://jobinja.ir/companies/banaborj-zafar/jobs,N/A,N/A,معماری و عمران,N/A
FORESEEN,مجموعه فورسین,http://www.foreseen.ir,https://jobinja.ir/companies/foreseen/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Iranensheab,ایران انشعاب,https://www.iranensheab.com/,https://jobinja.ir/companies/iranensheab/jobs,N/A,N/A,تولید و صنایع,N/A
Sabte Mofid,ثبت مفید,http://mofidsabt.com,https://jobinja.ir/companies/sabte-mofid/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Kadomoon,کادومون,http://kadomoon.com,https://jobinja.ir/companies/kadomoon-1/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Porsesh PR,آژانس روابط عمومی پرسش,https://porseshpr.ir,https://jobinja.ir/companies/porsesh-pr/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Jahanboor,جهان بلور,http://jahanbolor.ir,https://jobinja.ir/companies/jahanboor/jobs,N/A,N/A,تولید و صنایع,N/A
Ariapharmed,آریا فارمد سپهر,http://ariapharmed.co,https://jobinja.ir/companies/ariapharmed/jobs,N/A,N/A,تولید و صنایع,N/A
Akhtargardan(visa center iran),اخترگردان(ویزا سنتر ایران),http://Visacenteriran.ir,https://jobinja.ir/companies/akhtargardan-visa-center-iran/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Clinic Pezeshk Aval,کلینیک پزشک اول,http://www.pezeshke-maghz.com,https://jobinja.ir/companies/clinic-pezeshk-aval/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Dayan,دایان,http://www.dayangroup.com,https://jobinja.ir/companies/dayan-11/jobs,N/A,N/A,غذا و رستوران‌ها,N/A
Cartet,کارتِت,https://cartet.ir,https://jobinja.ir/companies/cartet/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
SafirMedia,سفیر مدیا,https://safirmedia.com/,https://jobinja.ir/companies/safirmedia/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Mehr Shimi,مهرشیمی,http://www.mehrshimico.com,https://jobinja.ir/companies/mehrshimi/jobs,N/A,N/A,تولید و صنایع,N/A
Golnaz Beauty Salon,سالن زيبايى گلناز,http://Www.Golnazbeautysalon.com,https://jobinja.ir/companies/golnaz-beauty-salon/jobs,N/A,N/A,منابع انسانی,N/A
Kourosh Cineplex,پردیس سینمایی کورش,https://www.kouroshcineplex.com/,https://jobinja.ir/companies/kouroshcineplex/jobs,N/A,N/A,فرهنگی و ورزشی,N/A
Ravia,گروه صنعتی راویا,http://raviacar.com,https://jobinja.ir/companies/ravia/jobs,N/A,N/A,تولید و صنایع,N/A
Chashtpasand,چاشت پسند,http://www.chpc.ir,https://jobinja.ir/companies/chashtpasand/jobs,N/A,N/A,تولید و صنایع,N/A
Irankafsh,ایران کفش,http://irankafsh.ir,https://jobinja.ir/companies/irankafsh/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Ofogh Keylid v Etesal Parsiyan,افق کلید و اتصال پارسیان,http://contactclinic.ir,https://jobinja.ir/companies/ofogh-keylid-v-etesal-parsiyan/jobs,N/A,N/A,تولید و صنایع,N/A
ArakoWeb Digital Marketing Group,گروه آراکو وب,http://www.arakoweb.com,https://jobinja.ir/companies/arakoweb-digital-marketing-group/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
